die Hausfrau; -en	the housewife	
beschämt	ashamed	
kritisieren	to criticise	
der Lebensunterhalt	the means of subsistence, livelihood, one's living (not Lebensmittel) (no plural)	
der Kandidat; -en; -en	the candidate (weak)	
zornig	angry (not böse, sauer, verärgert, wütend, ärgerlich) (z)	
die Darstellung; -en	the presentation, representation, display (D)	
die Freundlichkeit	the friendliness (no plural)	
die Banane; -n	the banana	
undankbar	ungrateful	
das Nachthemd; -en	the nightgown, night-dress, nightshirt	
der Elefant; -en; -en	the elephant (weak)	
Chile	Chile	
die Postkarte; -n	the postcard	
betonen	to stress; to emphasise (not hervorheben)	
die Marmelade; -n	the jam, jelly (not Gelee)	
der Karton; -s	the cardboard, carton (not Schachtel)	
fördern	to promote, encourage, foster (not befördern, unterstützen) (f)	
der Schwan; -"e	the swan	
der Teilnehmer; -	the participant (no plural)	
die Schnecke; -n	the snail, slug, escargo	
aufgeräumt	tidy, cheerful (a)	
die Planung; -en	the planning	
flicken	to mend (f)	
primitiv	primitive	
die Jüdin; -nen	the female Jew	
der Campus; -	the campus (no plural)	
unterschiedlich	different ('u_')	
der Ellbogen; -	the elbow (no plural)	
glänzend	shiny (not funkelnd, blank)	
die Schwiegermutter; -"	the mother-in-law	
auspacken	to unpack	
der Durchschnitt; -e	the average (not Mittelwert, Mitte, Mittel) (D)	
erfassen	to capture, gather, seize, understand (not einfangen, ergreifen, erobern, fangen) (e)	
die Vorlesung; -en	the lecture, course (series of readings), reading (from a book) (not Vortrag, Vorlesen) (V)	
aufessen	to eat up	
der Bleistift; -e	the pencil (not Stift, Schreibstift)	
die Flöte; -n	the flute, whistle (not Querflöte)	
der Nordpol	the North Pole (no plural)	
der Lebenslauf; -"e	the résumé, curriculum vitae, course of life	
die Kundin; -nen	the female customer	
reservieren	to reserve (not zurückhalten, vormerken, zurücklegen, zurückstellen, belegen)	
die Biologie	the biology (no plural)	
die Sensation; -en	the sensation	
senken	to decline, reduce (not sinken) (s)	
die Ausfahrt; -en	exit (for vehicles) / highway exit (not Ausgang) (A)	
weitergeben	to pass (information or something), to hand over (something) (w)	
grunzen	to grunt	
die Lippe; -n	the lip	
anschnallen	to fasten, buckle up, strap on (a)	
züchten	to breed, raise, grow (sth) (z)	
bedeutungslos	meaningless (not sinnlos)	
die Alarmanlage; -n	the alarm, system or equipment	
bedeutend	major, substantial, significant, important (adj.) (b)	
eineinhalb	one and a half (not anderthalb, einundeinhalb) ('e_')	
das Notizbuch; -"er	the notebook, diary  (not Heft, Tagebuch, Terminkalendar, Taschenkalendar) (N)	
die Institution; -en	the institution (not Einrichtung, Anstalt, Institut) (I)	
der Stau; -e	the congestion, traffic jam (S)	
der Haarschnitt; -e	the haircut (not Frisur)	
schnarchen	to snore	
die Einfahrt; -en	entry, driveway (not Eintrag, Zugang, Eingang) (E)	
das Schlagzeug;	the drums, percussion(music) (not Trommel) (already a plural)	
der Witwer; -	the widower (no plural)	
das Theaterstück; -e	the theatrical play	
der Metzger; -	the butcher (not Fleischer) (M)	
der Vegetarier; -	the vegetarian (no plural)	
Pakistan	Pakistan	
auffallen	to stand out, attract attention, be apparent (not herausragen)	
das Wörterbuch; -"er	the dictionary	
abbiegen	to bend (not biegen, beugen, verbiegen, neigen, krümmen) (a)	
der Regenschirm; -e	the umbrella	
psychisch	psychological	
eilen	to hurry (not hasten, hetzen) (e)	
Argentinien	Argentina	
anwenden	to apply (sth), use, adopt (not verwenden, gelten, annehmen) (a)	
das Mineralwasser; -"	the mineral water (not Soda, Sprudel)	
finanziell	financial	
die Wiese; -n	the meadow, pasture (not Flur)	
vierzehn	fourteen	
der Geschäftspartner; -	the business partner	
sich bessern	to improve (reflexive) (not sich verbessern) (two words)	
vergrößern	to increase, extend, enlarge, magnify (v)	
das Shampoo; -s	the shampoo (not Haarwaschmittel)	
der Pfeffer	the pepper (no plural)	
die Waschmaschine; -n	the washing machine	
die Speisekarte; -n	the menu (not Menü, Karte) (S)	
der Einwanderer; -	the immigrant (E)	
vorziehen	to prefer (not bevorzugen) (vor-)	
aufführen	to perform, list, act (a)	
der Mülleimer; -	the dustbin, the garbage can (not Abfalleimer, Mülltonne) (no plural) (M)	
beitragen	to contribute (to sth) (not beistreuern, mitwerken) (b)	
ausschließen	to preclude, exclude	
die Lebensversicherung; -en	the life insurance	
die Theke; -n	the bar (in a pub); the counter	
optimistisch	optimistic	
die Finanzen	the finances (plural only) (F)	
der Krug; -"e	the jug, pitcher (not Kanne)	
die Besserung; -en	the improvement, recovery (not Verbesserung)	
der Reißverschluss; -"e	the zipper	
die Panne; -n	the failure, the breakdown ('P_')	
buchen	to book, reserve, post (accounting or trip booking)	
spülen	to rinse, to douse water over, to flush (not ausspülen, wässern)	
der Kontinent; -e	the continent (despite it's ending, this is not a weak noun)	
der Schwiegervater; -"	the father-in-law	
die Aktivität; -en	the activity (not Tätigkeit)	
amerikanisch	American (adj.)	
intensiv	intense	
reduzieren	to reduce (not abnehmen)	
das Geburtstagsgeschenk; -e	the birthday present	
der Mitbürger; -	the fellow citizen	
die Shorts	the shorts (plural only)	
die Salami; -s	the salami	
die Zahnpasta	the toothpaste (no plural)	
die Belastung; -en	the burden, strain, load, charge (finance) (not Last, Bürde, Kosten) (B)	
die Kollegin; -nen	the female colleague	
die Reklame; -n	the advertisement (not Werbung, Annonce, Anzeige) (R)	
die Beerdigung; -en	the funeral, burial, interment	
umkommen	to die, perish (not sterben, untergehen) (u)	
vereinbaren	to arrange, agree, stipulate (v)	
der Ablauf; -"e	the procedure, expiration, flow (outpouring)	
heiter	cheerful, serene, clear (sky)	
verdächtig	suspicious, suspect, fishy  (adj)	
ausüben	to carry out, to exercise (a role), to practice	
die Quote; -n	the quota, rate, odds	
das Porträt; -s	the portrait	
der Bürgersteig; -e	the pavement, the sidewalk	
das Ehepaar; -e	the married couple	
Valentinstag	Valentine's Day (no article here and no plural)	
die Waage; -n	the scale, scales (weight)	
machbar	doable, feasible, viable (m)	
berücksichtigen	to regard, consider, to take into account (not beachten, schätzen) (5 syllables) (b)	
der Schlips; -e	the tie, necktie (not Krawatte)	
der Schaffner; -	the ticket collector (on a train)	
der Lehrling; -e	the apprentice (not Auszubildiner, Azubi, Ausbildine, Lehre(apprenticeship)) (L)	
der Alltag	the daily routine (no plural)	
türkisch	Turkish (adj.)	
flüchtig	volatile, briefly, brief, fleeting (f)	
hineingehen	to go in ('h_')	
der Millimeter	the millimeter (no plural)	
das Kalb; -"er	the calf (animal)	
das Getue	the fuss, commotion,  carrying on about something (no plural) (not Aufheben, Aufregen, Wirbel) (G)	
qualifiziert	qualified	
jährlich	yearly	
pflücken	to pick, pluck, gather (p)	
der Bäcker; -	the baker	
dröhnen	to roar (engine), to get high (d)	
die Reparatur; -en	the repair	
die Fremdsprache; -n	the foreign language	
die DDR	the initials of the former GDR (German Democratic Republic)	
das Pfand; -e	the pledge (security), deposit, collateral, refund on bottle return (not Gutschein)	
definieren	to define	
der Schneesturm; -"e	the snowstorm	
die Definition; -en	the definition	
der ICE	the InterCity Express (initials)	
der Schlafanzug; -"e	the pajamas (S)	
der Gutschein; -e	the voucher, coupon, token (not Pfand)	
die Serviette; -n	the napkin	
erleichtern	to facilitate, ease, relieve	
die Sauna; -s	the sauna	
buchstabieren	to spell	
das Konsulat; -e	the consulate	
die Kartoffel; -n	the potato	
das Treppenhaus; -"er	the staircase (not Treppe)	
die Hochschule; -n	the college, the university (not College, Internat, Fachhochschule, Universität) (H)	
der Schnabel; -"	the beak, mouth (slang)	
der Toaster; -	the toaster	
das Gymnasium; die Gymnasien	The nominally six-year long school that goes from the Grundschule to Hochschule. (not Hauptschule, Realschule, Gesamtschule)	
das Taschengeld; -er	the pocket money	
der Vormittag; -e	the (mid)morning, vornoon (not Morgen) (V)	
vorbeigehen	to go by (sth/sb), to pass by, pass	
erzielen	to achieve, attain, obtain, make (a profit) (not erreichen) (e)	
donnern	to thunder, boom	
die Überwachung; -en	the surveillance, monitoring, supervision, stakeout	
geschmacklos	tacky, tasteless, crude (g)	
das Kamel; -e	the camel	
krumm	crooked, bent, lopsided (not schief) (k)	
der Faktor; -en	the factor (no plural)	
schaufeln	to shovel	
die Säge; -n	the saw (tool)	
der Drucker; -	the printer	
der Vorgang; -"e	the process, operation, event, procedure (not  Prozess, Verfahren, Vorlauf) (Vor_)	
die Landkarte; -n	the map (L)	
der Verlag; -e	the publisher, Publishing house	
maximal	maximal, maximum	
anerkennen	to recognise; to acknowledge (not erkennen) (a)	
die Diktatur; -en	the dictatorship	
der Paragraph; -en; -en	the paragraph (The answer is a weak noun) (not Abschnitt, Absatz) (P)	
vergnügt	cheerful, cheery, merry, enjoyable (not heiter, aufgeräumt, fröhlich, gutgelaunt, froh, munter, vergnüglich) (v)	
die Wartezeit; -en	the waiting period (not Wartefrist) (W)	
zelten	to camp (in a tent) (not campen, lagern, campieren)	
die Blockade; -n	the blockade	
der Ausschnitt; -e	the cleavage (blouse), extract, excerpt, neckline, snippet, section, clipping	
miserabel	miserable	
die Bäckerei; -en	the bakery	
der Staubsauger; -	the vacuum cleaner	
die Pfanne; -n	the pan	
der Aufbau	the construction (not Bau, Konstruktion) (no plural) (A)	
die Bedrohung; -en	the threat, menace, intimidation (not Drohung, Gefährdung) (B)	
Peru	Peru	
anschließend	subsequent, subsequently, afterwards, then (not nachfolgend, folgend, danach, or ...) (a)	
verbittert	embittered, rancorous, bitter (v)	
rechtfertigen	to justify, vindicate, back up (statements, positions) (not begründen) (r)	
kreativ	creative	
die Ukraine	the Ukraine (no plural)	
rücksichtslos	reckless, ruthless, without regard, inconsiderate, thoughtless (r)	
die Wichtigkeit	the importance (no plural)	
das Abteil; -e	the compartment, section, cabin (not Fach, Abteilung, Kompartment)	
der Stammbaum; -"e	pedigree, bloodline, genealogy, family tree	
medizinisch	medical	
das Koffein	the caffeine (no plural)	
durchsetzen	to enforce sth (a demand, a claim), assert (authority) (d)	
die Großeltern	the grandparents (plural only)	
die Disco; -s (often spelled as Disko)	the disco	
die Baustelle; -n	the site, building site, construction site, jobsite	
der Umfang; -"e	the extent, scope, range, perimeter, circumference (not Ausmaß, Größe, Bereich) (U)	
der Zwilling; -e	the twin	
die Viertelstunde; -n	the quarter hour	
einreichen	to submit sth, to file sth (a suit), bring (a suit) to hand in (e)	
abfahren	to depart (of a vehicle)	
joggen	to jog	
das Klopapier; -e	the toilet paper (not Toilettenpapier) (K)	
das Postamt; -"er	the post office (not "Post")	
die Olive; -n	the olive	
die Reisende;	the (female or plural) traveler (no further pluralization)	
das Thermometer; -	the thermometer (no plural)	
der Zeitraum; -"e	the period/stretch of time, duration, interval (not Dauer, Frist, Abschnitt, Zeitalter) (Z)	
wahrnehmen	to perceive, be aware of, sense (not bemerken, erkennen, empfinden) (w)	
das Heft; -e	the notebook, booklet, book, magazine (not Notizbuch)	
mittels	by means of (not anhand, durch) (m)	
die Kommode; -n	the dresser, the chest of drawers (K)	
seekrank	seasick	
gegenwärtig	current, contemporary, present, currently ('g_')	
belegen	to prove sth, attend (a lecture) occupy sth, seize (not beweisen) (b)	
erläutern	to elucidate, clarify, explain, outline (not erklären) (e)	
ablaufen	to expire, proceed, pass (time), elapse (not auslaufen) (a)	
festlegen	to determine, set, schedule, stipulate (not bestimmen, entscheiden, feststellen, beschließen, ...) (f)	
der Nichtsnutz; -e	the good-for-nothing (single word) (N)	
die Tätigkeit; -en	the activity, occupation, task (not Aktivität)	
einführen	to launch, introduce (product, film) (not vorstellen, einleiten) (e)	
die Buchhandlung; -en	the bookshop, the bookstore (not Buchladen, Buchhändler)	
die Umfrage; -n	the survey, the poll (not Studie)	
entwerfen	to draft, design (e)	
der Lebensstil; -e	the life style	
das Hundefutter	the dog food (no plural)	
der Elektriker; -	the electrician	
der Lachs; -e	the salmon	
die Skulptur; -en	the sculpture	
abwischen	to wipe, brush away, dust off (not wischen, abreiben)	
der Grieche; -n -n	the male Greek person (Nationality nouns ending in "e" are weak)	
die Antike	the antiquity (era), ancient times, ancient world (no plural) (A)	
ausschlafen	to sleep in, sleep late, sleep smth off (a drunk)	
Portugal	Portugal	
lebhaft	lively, vivid (not lebendig, aufgeweckt ...)	
der Abgeordnete n n	the (male) deputy, representative, delegate (not Stellvertreter, Vertreter) (weak adjectival noun) (A)	
der Briefträger; -	the mail carrier	
der Komponist; -en; -en	the male composer (weak)	
der Urgroßvater; -"	the great grandfather	
der Acker; -"	the (agricultural) field, acre	
mittlere	average, mean, middle (adj)	
kaputtmachen	to break sth, to ruin sth, to screw/louse sth up (not brechen, absetzen, aufbrechen, zerreißen) (one word with four syllables) (k)	
die Vorlage; -n	the template, original, model, presentation (not Vorbild, Entwurf, Template, Shablone, Mustervorlage) (V)	
der Umweltschützer; -	the environmentalist (Naturschützer, Grüner) (U)	
Norwegen	Norway	
nebenan	next door, in the next room	
poetisch	poetic (not dichterisch)	
musikalisch	musical (adj.)	
das Neujahr; -e	the New Year (not Silvester)	
der Ohrring; -e	the earring	
der Wetterbericht; -e	the weather forecast, weather report	
die Ausdauer	the endurance, stamina, perseverance (no plural) (A)	
der Nachteil; -e	the disadvantage	
die Expertin; -nen	the female expert	
die Mithilfe	the assistance (no plural) (M)	
brandneu	brand new (not nagelneu)	
das Diplom; -e	the degree, diploma, certificate (not Abschluß, Abschlußzeugnis) (D)	
das Vorstellungsgespräch; -e	the job interview ('V_')	
die Großstadt; -"e	the big city, large metropolitan area	
eintragen	to register, enter, record (not anmelden, registrieren, einschreiben) (e)	
das Esszimmer; -	the dining room	
verstümmelt	mutilated, garbled, maimed (not verstört) (v)	
die Arbeitslosigkeit; -en	the unemployment	
der Bauernhof; -"e	the farm ('B_')	
obgleich	albeit, although (not obschon; obwohl; wenngleich; wiewohl; jedoch) (o)	
spalten	to split	
die Polizeiwache; -n	the police station	
der Klumpen; -	the lump (not Kloß) (no plural) (K)	
das Lagerfeuer; -	the campfire (no plural)	
das Zimmermädchen; -	the maid (no plural) (Z)	
die Schminke; -n	the cosmetics, makeup (not Kosmetik) (S)	
vorlegen	to submit (sth), to present (sth), advance (sth) (money) (not einreichen, vorschlagen, vortragen) (v)	
ungesund	unhealthy	
gewähren	to grant, award, allow, warrant (not gestatten) (g)	
der Teddybär; -en; -en	the teddy bear (not Teddy, Knuddelbär)	
das Klassenzimmer; -	the classroom (not Klassenraum, Klasse) (no plural)	
der Schnupfen; -	the head cold (runny nose) (no plural) (not Erkältung, Kälte)	
das Kraftwerk; -e	the power station (not Elektrizitätswerk, or ...) (K)	
stürmisch	stormy	
gesetzlich	legal ( not rechtlich, juristisch) (g)	
Finnland	Finland	
der Rotwein; -e	the red wine	
die Zensur; -en	the censorship; the grade; the mark (education) (Z)	
renovieren	to renovate (not erneuren)	
die Zugabe; -n	the encore, bonus, addition (Z)	
der Regenmantel; -"	the raincoat	
heimkommen	to come home, to get home	
ausrasten	to go off the deep end, to snap, lose self control (not 'überschnappen') (a)	
das Erdgeschoss; -e	the ground floor, downstairs (not Parterre) (E)	
das Gasthaus; -"er	the inn, hotel, tavern (not Gasthof) (G)	
die Tomate; -n	the tomato	
campen	to camp, to go camping (not zelten, lagern, campieren)	
gültig	valid (not berectigt, zulässig) (adj.)	
der Krampf; -"e	the cramp, spasm, convulsion	
sinnvoll	sensible, useful, meaningful (not vernünftig)	
bedecken	to cover sth, to cover with sth, to coat with sth (not decken)	
die GmbH; -s	the limited liability company	
der Weihnachtsbaum; -"e	the Christmas tree	
der Apotheker; -	the pharmacist, druggist	
unverantwortlich	irresponsible, reckless (not verantwortungslos)  ('u_')	
das Billard	the billiards (no plural)	
ledig	single, unmarried (not einzig, einzeln, alleinstehend) (l)	
das Campen (sometimes spelled with a K)	the camping (as an activity) (not Zelten, Camping, Campieren, Lager) (no plural)	
die Gleichheit; -en	the equality, sameness (not Gleichberechtigung)	
die Ohrfeige; -n	the slap in the face, slap	
nachweisen	to prove, substantiate, provide evidence (for sth) ('n_')	
das Abitur	the Gymnasium final year exam, A levels (no plural) (A)	
Kolumbien	Colombia	
das Stichwort; -"er	the key word, cue, prompt	
die Auseinandersetzung; -en	the dispute, debate, conflict, controversy (not Streit, Argument) (A)	
das Babysitten	the babysitting (not Kinderbetreuung, Babysitting) (no plural)	
unehrlich	dishonest	
das Toilettenpapier; -e	the toilet paper (not Klopapier)	
verschicken	to dispatch, send, ship (not versenden, entsenden, schicken) (v)	
schamlos	shameless (not unverschämt, frech)	
der Weißwein; -e	the white wine	
die Rübe; -n	the turnip, beet(root), noggin (not Runkelrübe, Rotrübe)	
herzlos	heartless	
die Einführung; -en	the introduction (to a play, book, product or a law) (E)	
der Reiseführer; -	the tour guide, guidebook	
wegfliegen	to fly away	
Luxemburg	Luxembourg	
die Statistik; -en	the statistic	
die Fläche; -n	the area, surface, expanse, flat	
der Holzfäller; -	the lumberjack, logger (H)	
die Festplatte; -n	the hard drive, hard disk (not Platte) (F)	
elektrisch	electric	
beschränken	to confine, constrain, restrict, limit (not einsperren, begrenzen)	
tolerieren	to tolerate	
unangenehm	unpleasant, uncomfortable	
der Schrecken; -	the dread, scare, terror, dismay, horror (not Schreck, Furcht, Grauen) (no plural) (S)	
der Dirigent; -en; -en	conductor, director (not Regisseur, Direktor, Leiter) (weak)	
der Handwerker; -	the craftsperson	
der Sketch; -e	the sketch(theatrical) (not Skizze, Entwurf, Zeichnung)	
der Gitarrist; -en; -en	the male guitarist (weak)	
das Waschbecken; -	the sink, washbasin (no plural) ('W_')	
der Schweinestall; -"e	the pigsty, pigpen, pigstall	
umsetzen	to implement (plan), relocate (not umziehen, umstellen) (u)	
die Kanne; -n	the pot, (not Topf, or ...)	
schwedisch	Swedish (adj.)	
sparsam	economical, spare, thrifty, frugal (s)	
heizen	to heat, to speed (in a car) (not erhitzen, anwärmen)	
mysteriös	mysterious (not geheimnisvoll, rätzelhaft)	
der Kapitalismus	the capitalism (no plural)	
die Windschutzscheibe; -n	the windshield, windscreen	
rechtlich	legal, legally (not gesetzlich, legal, juristisch) (r)	
schläfrig	drowsy, sleepy, drowsily (not schlaftrunken)	
die Karotte; -n	the carrot (not Möhre)	
der Abteilungsleiter; -	the manager, department manager, department head ('A_')	
das Lebensjahr; -e	the year of age, (not 'Lebensalter') ('L_')	
der Cappuccino; -s	the cappuccino	
die Erzählung; -en	the story, narrative (Geschichte, Bericht, or ...) (E)	
die Währung; -en	the currency	
der Buchstabe; -ns; -n	the letter of the alphabet (weak and special)	
nicken	to nod, bow, pitch, nap	
schminken	to put on makeup	
abwaschen	to scrub down, wash off/up/down, do the wash, do the dishes (abspülen, or ...)	
der Schauer; -	the shower (light rain) awe, thrill, shiver, shudder, chill	
massiv	grave, severe, massive, greatly, solid (m)	
freilich	admittedly, however, true... (f)	
wissenschaftlich	scientific, academic, scholarly	
die Epoche; -n	the era, epoch (not Ära, Zeitalter, Zeitraum) (E)	
die Mülltonne; -n	dust bin, garbage bin, garbage can (not Müllcontainer, Mülleimer, Abfall- ) (M)	
das Waisenkind; -er	the orphan	
Nordamerika	North America	
bunt	colourful (not farben-)	
die Stereoanlage; -n	the stereo (system) (6 syllables)	
die Turnhalle; -n	the gymnasium (not Sporthalle, Fitnessraum)	
ansetzen	to schedule (meeting), to set (deadline, date, price, value), to assess (a)	
attraktiv	attractive, handsome (not anziehend, ansprechend, Anziehungs-, auffallend) (a)	
der Dialekt; -e	the dialect, idiom	
das Klischee; -s	the cliché, stereotype	
der Juwelier; -e	the jeweller, jeweler	
demokratisch	democratic	
der PC; -s	the PC	
der Franken; -	the Franc (Swiss or French(former) currency) (no plural)	
klassisch	classical, ancient, vintage	
die Attraktion; -en	the attraction (Anziehung, or ...)	
der Geburtsort; -e	the birthplace	
bügeln	to iron	
das Hochhaus; -"er	the high-rise	
der Schlafsack; -"e	the sleeping bag	
beschließen	to resolve sth (determine), determine, decide, conclude (b)	
unordentlich	untidy, messy, disheveled, disorderly (unaufgeräumt, ungeordnet, or ...)	
der Most; -e	the cider (Austria / South Germany), crushed fruit(must) for wine	
die Bushaltestelle; -n	the bus stop	
das Wunderkind; -er	the child prodigy	
windig	windy	
der Jockey; -s	the jockey	
die Geldstrafe; -n	the fine, (criminal) penalty (not Bußgeld) (G)	
der Senior; -en	the male senior citizen	
schneien	to snow	
umstellen	to shift, convert,  rearrange (not umlegen, umsetzen, ...) (u)	
die Vorderseite; -n	the front	
anbauen	to grow (crops), to attach (sth) (a)	
uralt	ancient, age-old, very old (adj.)	
die Fotografie; -n	the photography (not photographie)	
formulieren	to formulate	
die Lilie; -n	the lily	
das Vitamin; -e	the vitamin	
das Reisebüro; -s	the travel agency	
der Essig	the vinegar (no plural)	
anprobieren	to try on	
der Moderator; -en	the presenter, anchor, facilitator, host, moderator (M)	
ermüdend	tiring, tedious (not anstrengend) ('e_')	
die Halskette; -n	the necklace	
künftig	prospective, future (adj.) (k)	
färben	to dye or color	
einigermaßen	reasonably , somewhat, more or less, to some extent (etwas, or ...) (e)	
zerfallen	to disintegrate, crumble, decay, decompose, decomposed	
der Athlet; -en; -en	the athlete (not sportler) (weak)	
zumal	especially, particularly (z)	
die Synagoge; -n	the synagogue	
der Apfelkuchen; -	the apple pie, apple cake (not Apfeltorte, -pastete) (no plural)	
der Badeanzug; -"e	the bathing suit (not Schwimanzug)	
erwerben	to acquire, purchase, acquire, win (e)	
begeistern	to delight, inspire, thrill (not erfreuen) (b)	
die Landwirtschaft; -en	the agriculture, farming	
human	human, humane, menschlich ('h_')	
die Nutzung; -en	the usage, utilization, use, exploitation (N...)	
der Spielraum; -"e	the leeway, scope, margin, clearance	
konservativ	conservative, prudent	
der Europäer; -	the male European (no plural)	
umso besser	all the better, even better (expression of two words)	
die Fete; -n	the party, bash, rave (not Partei, Party, Feier, Fest, Partie) (F)	
die Zahnschmerzen	the toothache (plural only)	
lebensmüde	suicidal, depressed, tired of life	
fließend	fluent, flowing, fluently, running (water) (not flüssig)	
der Bahnsteig; -e	the train station platform	
zusammenpassen	to match (go together) to fit together, be compatible (not fit) (not zusammenfügen)	
fromm	pious, devout, divine, religious	
realisieren	to realize	
die Monarchie; -n	the monarchy	
hinausgehen	to exit, go out ('h_')	
wöchentlich	weekly	
die Gebühr; -en	the charge, fee, tax, toll (not Abgabe, Steuer) (G)	
dienstags	Tuesdays, on Tuesdays	
das Sonderangebot; -e	the special sales offer	
sonnig	sunny (not heiter)	
der Kassierer; -	the male cashier	
der Pianist; -en; -en	the male pianist (weak)	
die Videokamera; -s	the video camera	
die Armbanduhr; -en	the wrist watch	
mäßig	moderate (not gemäßig, angemessen)	
ausbilden	to train, instruct, educate	
revolutionär	revolutionary (adj.)	
der Kleiderschrank; -"e	the wardrobe, Armoire (not Garderobe) (K)	
strikt	strict, stringent (not streng)	
der Likör; -e	the liqueur, cordial	
mähen	to mow	
hinsichtlich	concerning,  regarding, with respect to, in regard to ('h_')	
schmal	narrow, slender, small (waist) (not schlank, eng, begrenzt)	
der Türke; -n; -n	the male Turk (weak)	
die Socke; -n	the sock	
die Giraffe; -n	the giraffe	
eklig	disgusting, nasty, icky, gross (not wiederlich, ekelhaft, ekelig)	
das Besteck	the silverware, cutlery (no plural)	
der Ladenbesitzer; -	the store owner, shop owner	
kämmen	to comb	
die Zwiebel; -n	the onion	
der Sonnenbrand; -"e	the sunburn	
der Vorort; -e	the suburb	
die Aussprache; -n	the pronunciation, utterance	
überholen	to overtake, pass, overhaul (engine) outstrip	
hilfsbereit	helpful, ready to help (not hilfreich, nützlich, behilflich)	
der Rassismus	the racism (no plural)	
der Rockstar; -s	the rock star	
alarmieren	to alarm, to alert	
der Horrorfilm; -e	the horror film	
der Quadratmeter; -	the square meter (no plural)	
chemisch	chemical(ly)	
spekulieren	to speculate	
die Laus; -"e	the louse	
der Papierkorb; -"e	the wastepaper basket	
die Krankenversicherung; -en	the health insurance	
die Schulzeit; -en	the schooltime, schoolday, school year (not Schultag)	
stressig	stressful (not anstrengend) (s)	
schmücken	to adorn, decorate, deck out (with ornaments)	
vormittags	mornings, before noon, vornoons ('v...')	
der Umsatz; -"e	the turnover, revenue, sales	
die Russin; -nen	the female Russian person	
die Alpen	the Alps (plural only)	
populär	popular (not beliebt, bekannt, berühmt)	
die Verpackung; -en	the packaging (V)	
der Rüssel; -	the trunk (of an elephant) (no plural)	
bewölkt	cloudy, overcast (not wolkig, verhangen, bedeckt) (b)	
entsorgen	to dispose of (veräussern, beiseitigen) (e)	
die Nationalität; -en	the nationality	
signieren	to sign, notch, autograph (not unterschreiben, unterzeichnen) (s)	
der Spinat;-	the spinach (no plural)	
biologisch	biological	
hartnäckig	stubborn, persistent, tenacious, adamant (not stur, dickköpftig, eigensinnig) (h)	
saftig	succulent, juicy, lush (not sukkulent) (s)	
knabbern	to nibble	
der Pferdeschwanz; -"e	the pony tail, horse's tail	
die Hymne; -n	the hymn	
aufschließen	to unlock "sth", develop "sth"	
das Olivenöl; -e	the olive oil	
zunehmend	increasingly, increasing, growing (adj.) (z)	
die Vorspeise; -n	the appetizer, starter	
das Mikroskop; -e	the microscope	
die Vorwahl; -en	the preselection, preliminary election, area code, dialing code	
der Vorsatz; -"e	the resolution (new year's), purpose, intent, malice, premeditation (V)	
der Abwasch	the dish washing, washing up,  dirty dishes (no plural)	
die Mikrowelle; -n	the microwave	
der Beschäftigte; -n; -n	the employee, employed person (weak) ('B_')	
grundlegend	fundamental(ly), radical(ly)	
digital	digital	
der Programmierer; -	the programmer	
zu guter Letzt	last but not least, lastly, in the end (3 words)	
der Marktplatz; -"e	the market place	
säen	to sow, to seed	
taktlos	tactless, indelicate, indiscrete	
die Brosche; -n	the brooch	
exotisch	exotic	
das Arbeitsamt; -"er	the employment office, employment agency, job centre	
begründen	to justify, support with reasons, establish, substantiate (not rechtfertigen) (b)	
die Straßenbahn; -en	the tram, the streetcar	
der Brunch; -es	the brunch	
die Buche; -n	the beech tree (not Buchenbaum)	
die Kassiererin; -nen	the female cashier	
die Warze; -n	the wart, nipple	
wirksam	effective, efficient, effectively, efficacious (not effektiv, wirklich) (w)	
die Aufforderung; -en	the invitation, request, challenge (not Einladung) (A)	
die Bettwäsche	the bedlinen (no plural) (not Leintuch)	
der Zimt	the cinnamon (no plural)	
der Spalt; -e	the gap, fissure, slit, crack (not Spalte)	
die Druckerei; -en	the print shop	
aufgeschlossen	receptive, approachable, exposed, open-minded	
verwundert	startled, astonished, wondering (v)	
der Fleischer; -	the butcher (not Metzger) ('F_')	
die BRD (Bundesrepublik Deutschland)	the FRG, Federal Republic of Germany	
verpflichten	to oblige, to compel (sb) (not zwingen or ...) (v)	
salzig	salty	
übersät	strewn, littered, studded	
der Tenor; -"e	the tenor (mus. & ling.)	
der Knopf; -e	the button, knob	
der Automat; -en; -en	the vending machine (weak)	
der Wasserhahn; -"e	the water faucet, valve, the tap	
der Zusatz; -"e	the addendum, augmentation, supplement, addition (Z)	
der Sicherheitsgurt; -e	the seatbelt, safety belt, safety harness	
der Käsekuchen; -	the cheesecake (no plural)	
Köln	Cologne	
die Pfote; -n	the paw	
die Allee; -n	the avenue, boulevard	
der Holocaust	the holocaust (no plural)	
das Parkett; -e	the parquet flooring (no plural): a type of cross-woodboard pattern	
die Sozialhilfe	the welfare, social assistance (no plural)	
kommend	imminent, impending, approaching, upcoming, coming	
tauschen	to swap, barter, exchange ('t_')	
das Müsli	the muesli (cold, whole grain cereal with nuts and fruit, usually served with milk) (no plural)	
die Tapete; -n	the wallpaper	
die Schwierigkeit; -en	the difficulty	
klebrig	sticky, tacky, gooey	
der Strumpf; -"e	the stocking	
die Weltmeisterschaft; -en	The world Championship, World Cup	
die Erkrankung; -en	the illness (Krankheit, or ...) (E)	
ungewiss	uncertain, unsure (unsicher, or ...)	
beleuchten	to light up (the stage), illuminate (the room), (erleuchten, or ...)	
